U,V,W,T_SONIC,CO2,H2O,SA_DIAG,GA_DIAG,T_CELL,T_CELL_IN,T_CELL_OUT,PRESS_CELL
-1.46626,2.49516,-0.906619,302.177,349.774,16.1658,4,8191,29.2429,31.682,28.6332,96.8817
-1.3945,2.83956,-1.03737,302.172,349.594,16.1592,5,8191,29.2708,31.682,28.668,96.8791
-1.5357,2.9518,-1.35387,302.137,349.72,16.1649,6,8191,29.3109,31.6882,28.7165,96.8839
-1.54343,2.60833,-1.05102,302.147,349.655,16.1651,7,8191,29.2855,31.6907,28.6842,96.8829
-0.945459,2.59131,-0.437845,302.141,349.62,16.1592,8,8191,29.2676,31.6857,28.663,96.8833
-1.07137,2.87434,-0.599056,302.153,349.62,16.1593,9,8191,29.2638,31.682,28.6593,96.8835
-0.759707,2.95585,-0.806722,302.155,349.682,16.1596,10,8191,29.2626,31.6808,28.658,96.8919
-0.49856,3.29501,-0.697337,302.153,349.798,16.161,1,8191,29.2392,31.6684,28.6319,96.8894
-1.51283,3.22549,-0.966193,302.136,349.707,16.1529,2,8191,29.2584,31.6548,28.6593,96.887
-1.24896,3.24301,-0.0102766,302.144,349.823,16.1504,3,8191,29.2628,31.6721,28.6605,96.8888
-1.1231,3.04842,-0.110581,302.139,349.654,16.1491,4,8191,29.286,31.6932,28.6842,96.8864
-1.1004,3.08401,-0.293984,302.165,349.717,16.1448,5,8191,29.234,31.6672,28.6257,96.89
-1.08645,3.00226,-0.265033,302.169,349.69,16.1451,6,8191,29.2039,31.6461,28.5933,96.8815
-1.2243,2.79896,-0.302835,302.163,349.734,16.1441,7,8191,29.2213,31.6783,28.607,96.8839
-1.48693,2.80299,-0.233148,302.139,349.921,16.1417,8,8191,29.2659,31.6573,28.668,96.8852
-1.8054,2.94366,-0.23775,302.133,349.605,16.1341,9,8191,29.2534,31.6449,28.6556,96.8858
-1.79675,2.85455,-0.00471986,302.142,349.731,16.1294,10,8191,29.2474,31.6449,28.6481,96.8888
-1.77565,2.70965,0.0352292,302.151,349.677,16.1381,1,8191,29.2546,31.6659,28.6518,96.8943
-1.66151,2.49731,0.000779655,302.162,349.75,16.1404,2,8191,29.2407,31.6857,28.6294,96.8926
-1.52266,2.51389,0.102094,302.173,349.753,16.1355,3,8191,29.242,31.6672,28.6356,96.8925
-1.55611,2.55036,0.180526,302.192,349.745,16.1388,4,8191,29.2743,31.6498,28.6804,96.8937
-1.45613,2.43276,0.480777,302.162,349.656,16.1338,5,8191,29.2783,31.6597,28.6829,96.8865
-1.50784,2.41771,0.459797,302.188,349.758,16.1371,6,8191,29.2686,31.6917,28.6628,96.8882
-1.57296,2.38117,0.534867,302.166,349.686,16.1335,7,8191,29.2616,31.6857,28.6556,96.89
-1.72285,2.3694,0.572244,302.175,349.701,16.1339,8,8191,29.2544,31.635,28.6593,96.8882
-1.72007,2.21,0.621809,302.147,349.651,16.1283,9,8191,29.2972,31.6449,28.7103,96.8878
-1.58539,2.34179,0.414215,302.138,349.656,16.1329,10,8191,29.2489,31.6969,28.6369,96.8896
-1.41795,2.42509,-0.124921,302.14,349.393,16.1299,1,8191,29.2215,31.6746,28.6083,96.8973
-1.43123,2.46598,-0.220943,302.117,349.443,16.1391,2,8191,29.2385,31.6696,28.6307,96.9028
-1.56696,2.38293,-0.0166682,302.117,349.517,16.1423,3,8191,29.2452,31.6783,28.6369,96.8949
-1.36131,2.03675,0.0222016,302.134,349.58,16.1511,4,8191,29.278,31.7041,28.6715,96.89
-1.33915,1.93436,0.106933,302.15,349.69,16.1396,5,8191,29.2929,31.6882,28.6941,96.8913
-1.40551,1.71709,0.341297,302.154,349.714,16.1402,6,8191,29.2638,31.6771,28.6605,96.8937
-1.40166,1.60104,0.525039,302.2,349.721,16.1365,7,8191,29.2529,31.688,28.6442,96.8894
-1.16764,1.83286,0.5093,302.211,349.772,16.1322,8,8191,29.2698,31.6622,28.6717,96.8894
-1.13038,1.83496,0.535299,302.197,349.651,16.1284,9,8191,29.2569,31.6573,28.6568,96.8961
-1.08373,1.86097,0.503748,302.204,349.591,16.1322,10,8191,29.2698,31.6771,28.668,96.8955
-1.11382,1.70749,0.468545,302.195,349.514,16.1298,1,8191,29.2419,31.682,28.6319,96.8937
-1.30998,1.7948,0.414049,302.2,349.452,16.1398,2,8191,29.2056,31.6845,28.5859,96.8876
-1.22202,1.79006,0.280542,302.22,349.562,16.1398,3,8191,29.2031,31.6573,28.5896,96.8888
-1.50958,1.82121,0.116319,302.22,349.595,16.144,4,8191,29.2078,31.6709,28.5921,96.89
-1.40989,1.90004,0.320481,302.298,349.534,16.1434,5,8191,29.2362,31.6535,28.6319,96.8815
-1.3761,1.8512,0.308152,302.343,349.568,16.147,6,8191,29.2512,31.6734,28.6456,96.8791
-1.25661,1.83684,0.298987,302.371,349.566,16.1493,7,8191,29.2335,31.6647,28.6257,96.8827
-1.1567,1.94114,0.310201,302.324,349.598,16.1513,8,8191,29.2357,31.7055,28.6182,96.8821
-0.961663,2.06467,0.36541,302.297,349.508,16.1495,9,8191,29.235,31.6731,28.6255,96.8809
-0.827718,2.00559,0.573906,302.268,349.443,16.1568,10,8191,29.2522,31.6645,28.6491,96.8852
-0.848735,2.08134,0.549378,302.298,349.433,16.1612,1,8191,29.2236,31.6449,28.6182,96.8792
-1.10655,1.89572,0.535134,302.27,349.296,16.172,2,8191,29.221,31.6672,28.6095,96.887
-1.23774,1.82445,0.559872,302.272,349.192,16.1825,3,8191,29.2434,31.7142,28.6257,96.8833
-1.17991,1.88387,0.574746,302.291,349.343,16.191,4,8191,29.271,31.708,28.6618,96.887
-1.09642,1.75105,0.565363,302.311,349.36,16.1989,5,8191,29.2546,31.6659,28.6518,96.8846
-1.18381,1.7681,0.600137,302.334,349.369,16.2013,6,8191,29.2713,31.6647,28.673,96.887
-1.25951,1.76509,0.670051,302.337,349.43,16.1987,7,8191,29.277,31.6684,28.6792,96.8792
-1.14956,1.81822,0.572019,302.33,349.428,16.1909,8,8191,29.2606,31.6659,28.6593,96.8754
-1.0782,1.75136,0.527864,302.321,349.368,16.1869,9,8191,29.2693,31.6746,28.668,96.8809
-0.919212,1.70476,0.607033,302.314,349.455,16.1994,10,8191,29.2626,31.6719,28.6603,96.8839
-0.980503,1.72574,0.61086,302.308,349.422,16.1894,1,8191,29.2741,31.6634,28.6767,96.8774
-1.01721,1.78767,0.708505,302.275,349.372,16.1915,2,8191,29.2862,31.6746,28.6892,96.8876
-0.959891,1.92174,0.705193,302.265,349.332,16.188,3,8191,29.2514,31.6707,28.6466,96.8817
-0.826508,1.86471,0.936896,302.284,349.305,16.1936,4,8191,29.2374,31.6944,28.6232,96.8925
-0.702121,1.88275,0.937434,302.325,349.278,16.1923,5,8191,29.234,31.6969,28.6182,96.8931
-0.81362,1.92587,1.04126,302.382,349.466,16.1993,6,8191,29.2574,31.6845,28.6506,96.8906
-0.768173,1.98577,0.953076,302.4,349.316,16.194,7,8191,29.2678,31.6969,28.6605,96.8906
-0.702546,1.94318,0.976973,302.395,349.438,16.1978,8,8191,29.2641,31.6932,28.6568,96.887
-0.865708,2.0488,0.995233,302.404,349.353,16.1916,9,8191,29.3136,31.682,28.7215,96.887
-0.951551,2.17184,0.958064,302.391,349.205,16.2003,10,8191,29.2422,31.6684,28.6356,96.8827
-0.930779,2.13165,0.97352,302.402,349.175,16.215,1,8191,29.2427,31.6719,28.6354,96.8888
-0.895712,2.12872,0.999601,302.385,349.121,16.2231,2,8191,29.2325,31.6696,28.6232,96.8858
-0.700023,2.11669,0.976945,302.389,349.068,16.2285,3,8191,29.2648,31.6721,28.663,96.8919
-0.678783,2.09675,1.05086,302.395,349.181,16.2359,4,8191,29.2703,31.6746,28.6692,96.8943
-0.556548,2.17044,1.04303,302.396,349.066,16.241,5,8191,29.2728,31.688,28.669,96.8878
-0.584372,2.15242,1.07413,302.394,349.123,16.2465,6,8191,29.2748,31.6682,28.6765,96.8894
-0.664159,2.15115,1.11954,302.354,349.136,16.2518,7,8191,29.286,31.6783,28.6879,96.8913
-0.588225,2.12123,1.03723,302.326,349.051,16.2535,8,8191,29.2882,31.6994,28.6854,96.8858
-0.475252,2.08908,1.13341,302.283,349.187,16.252,9,8191,29.2666,31.662,28.6678,96.8858
-0.435692,2.17533,1.10756,302.246,349.251,16.2552,10,8191,29.2684,31.6707,28.6678,96.8839
-0.464783,2.13715,0.96933,302.216,349.257,16.2429,1,8191,29.2698,31.6969,28.663,96.8923
-0.398951,2.09177,0.957305,302.225,349.222,16.2423,2,8191,29.2919,31.6932,28.6916,96.8882
-0.478613,2.03529,0.827559,302.216,349.18,16.246,3,8191,29.3047,31.6672,28.714,96.8943
-0.563487,2.13634,1.03472,302.242,349.392,16.2374,4,8191,29.2805,31.6758,28.6817,96.8894
-0.58866,2.17469,0.797759,302.252,349.337,16.2171,5,8191,29.2736,31.6769,28.6728,96.8876
-1.04816,2.35483,0.91354,302.267,349.493,16.2083,6,8191,29.2676,31.6709,28.6668,96.8894
-1.05999,2.39026,0.875456,302.261,349.443,16.2014,7,8191,29.2466,31.7105,28.6307,96.8882
-1.12297,2.42369,0.821676,302.245,349.554,16.1937,8,8191,29.2603,31.7043,28.6493,96.8833
-1.13781,2.60158,0.80979,302.256,349.528,16.1855,9,8191,29.2611,31.714,28.6479,96.8833
-1.08797,2.55572,0.906593,302.25,349.394,16.1878,10,8191,29.2621,31.6734,28.6593,96.8785
-0.971344,2.42949,0.979036,302.249,349.357,16.1888,1,8191,29.2848,31.693,28.6827,96.8913
-1.08141,2.4425,0.871416,302.242,349.444,16.1893,2,8191,29.2587,31.6719,28.6553,96.8858
-0.952861,2.30316,0.85288,302.254,349.538,16.1946,3,8191,29.2594,31.6855,28.6529,96.8888
-0.703893,2.33668,0.895243,302.25,349.504,16.1896,4,8191,29.2661,31.6932,28.6593,96.8913
-0.475842,2.32864,1.08916,302.248,349.462,16.1913,5,8191,29.3298,31.6932,28.7389,96.8919
-0.512715,2.3033,0.93855,302.269,349.327,16.1869,6,8191,29.3096,31.7018,28.7115,96.8876
-0.416133,2.22677,1.04464,302.28,349.525,16.1936,7,8191,29.2482,31.6992,28.6354,96.8864
-0.559454,2.07022,1.07369,302.257,349.36,16.1872,8,8191,29.2696,31.6808,28.6668,96.8809
-0.543585,2.01209,1.13055,302.248,349.299,16.1812,9,8191,29.2669,31.688,28.6616,96.8833
-0.491771,2.14166,0.909487,302.24,349.515,16.1826,10,8191,29.2375,31.7004,28.6218,96.8821
-0.289797,2.20637,0.906888,302.226,349.508,16.1855,1,8191,29.215,31.6919,28.5958,96.8858
-0.0544451,2.48812,0.889813,302.213,349.548,16.1812,2,8191,29.3005,31.6868,28.7039,96.8888
-0.21511,2.29612,0.983747,302.223,349.458,16.1697,3,8191,29.2838,31.6831,28.684,96.8876
-0.16816,2.41956,0.743951,302.215,349.539,16.1748,4,8191,29.2748,31.7018,28.668,96.8906
0.0895969,2.38691,0.784459,302.235,349.399,16.1627,5,8191,29.299,31.6546,28.7101,96.89
-0.469163,2.74653,0.380525,302.221,349.578,16.1645,6,8191,29.2714,31.6707,28.6715,96.8882
-0.598881,2.92228,0.209511,302.236,349.506,16.16,7,8191,29.2529,31.6721,28.6481,96.8876
-0.660406,2.70962,0.269349,302.214,349.591,16.1594,8,8191,29.2631,31.6942,28.6553,96.8827
-0.794102,2.76838,0.323304,302.212,349.655,16.1645,9,8191,29.2945,31.7115,28.6902,96.8791
-0.701194,2.60785,0.253051,302.221,349.603,16.1629,10,8191,29.2935,31.7066,28.6902,96.8815
-0.426668,2.54152,0.0545466,302.204,349.588,16.1566,1,8191,29.2561,31.6992,28.6454,96.8797
-0.419467,2.29471,-0.070161,302.196,349.664,16.1535,2,8191,29.244,31.6979,28.6305,96.8791
-0.699649,2.33533,0.0610398,302.201,349.662,16.1529,3,8191,29.2594,31.7202,28.6442,96.8827
-0.303822,2.52947,0.308833,302.165,349.571,16.1491,4,8191,29.2915,31.7214,28.684,96.8821
-0.0251627,2.6352,0.232008,302.159,349.555,16.1456,5,8191,29.2788,31.7276,28.6665,96.8833
0.0336646,2.43426,0.344483,302.179,349.556,16.1442,6,8191,29.2534,31.7004,28.6417,96.8821
0.135546,2.41555,0.292289,302.186,349.63,16.1363,7,8191,29.2345,31.7252,28.6118,96.8846
-0.0271038,2.55642,0.358857,302.176,349.516,16.1343,8,8191,29.2626,31.7313,28.6454,96.8833
0.00479534,2.58167,0.50948,302.176,349.463,16.138,9,8191,29.2698,31.7177,28.6578,96.8839
0.0858566,2.79023,0.623741,302.228,349.671,16.1494,10,8191,29.2427,31.6967,28.6292,96.8827
0.164494,2.93874,0.655486,302.265,349.493,16.1328,1,8191,29.2995,31.6967,28.7001,96.8827
-0.0601566,2.88883,0.566301,302.254,349.732,16.1324,2,8191,29.2691,31.6942,28.6628,96.8815
-0.0329343,2.90755,0.451378,302.256,349.511,16.1324,3,8191,29.2479,31.6831,28.6392,96.8809
0.174631,2.83454,0.562817,302.243,349.509,16.1409,4,8191,29.2425,31.6905,28.6305,96.8791
0.142324,2.81291,0.562352,302.248,349.51,16.1364,5,8191,29.2564,31.6855,28.6491,96.8797
0.155362,2.68459,0.567577,302.246,349.611,16.139,6,8191,29.3019,31.708,28.7004,96.8754
0.165435,2.59742,0.649559,302.215,349.516,16.1369,7,8191,29.2618,31.7117,28.6493,96.8809
0.335854,2.62653,0.575702,302.212,349.624,16.1361,8,8191,29.2504,31.6905,28.6404,96.8839
0.356268,2.61688,0.624043,302.2,349.563,16.1358,9,8191,29.2338,31.6769,28.623,96.8846
0.402334,2.47771,0.785227,302.214,349.554,16.1404,10,8191,29.2365,31.6905,28.623,96.8931
0.305803,2.46613,0.82545,302.223,349.491,16.1447,1,8191,29.2447,31.6967,28.6317,96.8894
0.283748,2.46354,0.844147,302.226,349.516,16.1383,2,8191,29.2504,31.7252,28.6317,96.8913
0.198382,2.45663,0.855931,302.219,349.564,16.1476,3,8191,29.2295,31.7004,28.6118,96.8888
0.193329,2.48043,0.748373,302.207,349.57,16.1473,4,8191,29.2634,31.7004,28.6541,96.8833
0.241171,2.64639,0.915784,302.22,349.524,16.1471,5,8191,29.2674,31.6806,28.6641,96.8786
0.045754,2.45156,0.835016,302.238,349.537,16.1412,6,8191,29.2601,31.7091,28.6479,96.8846
-0.0339645,2.28821,0.794059,302.262,349.518,16.1466,7,8191,29.2414,31.6795,28.6319,96.8858
0.0305934,2.28761,0.959155,302.268,349.449,16.1482,8,8191,29.2818,31.688,28.6802,96.8864
-0.36529,2.61091,0.517109,302.271,349.523,16.1508,9,8191,29.291,31.719,28.684,96.89
-0.966492,2.27852,0.469779,302.256,349.477,16.1516,10,8191,29.2922,31.6855,28.6939,96.8937
-1.0924,2.21238,0.427172,302.247,349.549,16.1567,1,8191,29.3179,31.6942,28.7238,96.8925
-1.34245,2.17575,0.475488,302.239,349.588,16.1554,2,8191,29.2992,31.6806,28.7039,96.89
-1.44291,2.25224,0.295587,302.232,349.409,16.1558,3,8191,29.2753,31.6855,28.6728,96.8835
-1.37162,2.20883,0.424416,302.219,349.36,16.1574,4,8191,29.2616,31.7165,28.6479,96.8846
-1.42206,2.1998,0.197892,302.242,349.344,16.1596,5,8191,29.2295,31.6905,28.6143,96.8833
-1.41014,2.05131,0.07948,302.25,349.517,16.1655,6,8191,29.2417,31.7016,28.6267,96.8792
-1.54525,1.87053,0.14248,302.249,349.588,16.1612,7,8191,29.2474,31.7252,28.628,96.8858
-1.56383,1.7061,0.12568,302.241,349.498,16.1563,8,8191,29.2795,31.7115,28.6715,96.878
-1.38286,1.82141,0.0844965,302.237,349.521,16.157,9,8191,29.2497,31.6868,28.6404,96.8872
-1.61584,2.12351,-0.110095,302.243,349.545,16.1604,10,8191,29.2855,31.6769,28.6877,96.8967
-1.82126,2.05626,-0.41853,302.248,349.408,16.1625,1,8191,29.2905,31.6868,28.6914,96.8872
-1.69861,2.29343,-0.17853,302.255,349.332,16.1598,2,8191,29.2773,31.7153,28.6678,96.8937
-1.59219,2.11699,-0.263437,302.257,349.338,16.1639,3,8191,29.2101,31.7227,28.5819,96.8906
-1.32827,2.17592,-0.433332,302.246,349.463,16.1654,4,8191,29.2444,31.7202,28.6255,96.8858
-1.31969,2.35728,-0.501844,302.256,349.447,16.1637,5,8191,29.2529,31.7177,28.6367,96.8876
-1.20357,2.461,-0.632856,302.246,349.485,16.1681,6,8191,29.234,31.6731,28.6242,96.8858
-1.20759,2.39166,-0.150322,302.23,349.492,16.1692,7,8191,29.2358,31.6868,28.623,96.8913
-1.43564,2.89915,0.226619,302.32,349.363,16.167,8,8191,29.2375,31.6806,28.6267,96.8882
-1.74316,2.80349,0.0354545,302.268,349.366,16.1663,9,8191,29.1992,31.693,28.5757,96.8859
-1.36512,3.18967,0.0664713,302.55,349.6,16.1833,10,8191,29.2011,31.6979,28.5769,96.8913
-1.73055,3.21066,0.122961,302.464,349.524,16.1756,1,8191,29.2868,31.6979,28.684,96.8949
-1.62273,3.23151,0.255414,302.727,349.483,16.1766,2,8191,29.3229,31.6793,28.7337,96.8967
-2.06446,3.17122,0.584869,302.67,349.419,16.1712,3,8191,29.3228,31.7041,28.7275,96.8979
-1.391,3.09223,0.131907,302.591,349.373,16.185,4,8191,29.2917,31.7029,28.6889,96.8979
-1.36825,3.22832,0.0945719,302.477,349.28,16.1912,5,8191,29.3223,31.7066,28.7263,96.8937
-1.54199,3.24409,-0.164905,302.532,349.23,16.204,6,8191,29.3378,31.6843,28.7512,96.8925
-1.34133,3.18316,0.00624708,302.626,349.256,16.2134,7,8191,29.3226,31.7276,28.7213,96.8931
-1.14001,3.16928,-0.000216891,302.692,349.209,16.2161,8,8191,29.3042,31.7103,28.7026,96.8973
-1.22699,3.03379,0.0443385,302.757,349.157,16.2148,9,8191,29.2758,31.7177,28.6653,96.9004
-1.01588,2.99168,0.14989,302.685,349.166,16.2239,10,8191,29.2181,31.7029,28.5969,96.8998
-0.950872,2.90495,0.295594,302.639,349.257,16.22,1,8191,29.2347,31.6967,28.6193,96.8986
-0.823253,2.85759,0.496484,302.569,349.088,16.2313,2,8191,29.2793,31.6954,28.6753,96.8931
-0.804958,2.8528,0.551275,302.542,349.253,16.2405,3,8191,29.2611,31.6992,28.6516,96.8913
-1.01797,2.76668,0.306067,302.541,349.415,16.2222,4,8191,29.249,31.6682,28.6442,96.8937
-0.899718,2.99254,0.0601008,302.653,349.429,16.2115,5,8191,29.237,31.6781,28.6267,96.8967
-0.832338,2.93654,0.239097,302.692,349.413,16.2203,6,8191,29.2539,31.6682,28.6504,96.8961
-0.796607,2.92425,0.200383,302.611,349.161,16.2204,7,8191,29.2957,31.693,28.6964,96.8949
-1.16588,2.77544,-0.238615,302.493,349.313,16.2285,8,8191,29.2572,31.6892,28.6491,96.8967
-1.13641,2.83044,-0.367558,302.596,349.49,16.2153,9,8191,29.2604,31.6657,28.6591,96.8925
-1.0171,2.7788,-0.329002,302.653,349.518,16.2135,10,8191,29.3144,31.662,28.7275,96.8882
-0.933196,3.19806,-0.317801,302.666,349.333,16.2152,1,8191,29.3044,31.6868,28.7089,96.8905
-0.900965,3.18213,-0.280224,302.608,349.431,16.2152,2,8191,29.2974,31.7214,28.6914,96.8858
-0.794052,3.35697,-0.270743,302.577,349.293,16.2176,3,8191,29.3181,31.6905,28.725,96.8803
-0.639706,3.45711,-0.100901,302.57,349.171,16.2262,4,8191,29.2875,31.6967,28.6852,96.885
-0.542492,3.52342,0.066711,302.559,349.056,16.2329,5,8191,29.2761,31.6992,28.6703,96.8852
-0.547561,3.56136,0.116908,302.538,349.178,16.2454,6,8191,29.2514,31.7004,28.6392,96.8815
-0.600182,3.12985,0.325155,302.588,349.127,16.2411,7,8191,29.279,31.7041,28.6728,96.8876
-0.749136,2.64123,0.613791,302.577,349.265,16.2429,8,8191,29.296,31.7041,28.6939,96.8894
-1.08417,2.832,0.429939,302.559,349.098,16.2361,9,8191,29.3084,31.6719,28.7176,96.8852
-1.09838,2.74148,0.0552205,302.566,349.063,16.2361,10,8191,29.2975,31.6769,28.7026,96.887
-1.25804,2.59596,-0.0178274,302.531,349.001,16.2307,1,8191,29.2629,31.688,28.6566,96.8846
-1.12984,2.61083,0.184236,302.511,349.284,16.236,2,8191,29.2552,31.6793,28.6491,96.8876
-1.12908,2.49527,0.34704,302.533,349.188,16.2296,3,8191,29.3186,31.688,28.7263,96.8833
-1.25789,2.40799,0.588007,302.545,349.191,16.2279,4,8191,29.3363,31.7066,28.7437,96.8846
-1.45481,2.3251,0.660016,302.553,349.319,16.2335,5,8191,29.337,31.6954,28.7474,96.887
-1.46751,2.24325,0.79215,302.565,349.206,16.2282,6,8191,29.3176,31.693,28.7238,96.8827
-1.41325,2.23604,0.992592,302.569,349.272,16.2236,7,8191,29.336,31.6905,28.7474,96.8846
-1.81333,2.09281,0.917067,302.537,349.167,16.2163,8,8191,29.3109,31.6694,28.7213,96.8809
-2.37406,1.79386,0.957681,302.455,349.151,16.2161,9,8191,29.2967,31.6682,28.7039,96.8888
-2.4175,1.76347,0.886242,302.428,349.132,16.2119,10,8191,29.2828,31.688,28.6815,96.8864
-2.51559,2.00617,1.12372,302.422,349.047,16.2149,1,8191,29.2706,31.6868,28.6665,96.8913
-2.59176,1.97988,1.40662,302.474,349.284,16.2208,2,8191,29.2343,31.6744,28.6242,96.8961
-2.49421,2.30567,1.31016,302.492,349.22,16.2194,3,8191,29.2656,31.6818,28.6616,96.8973
-2.26818,2.64048,1.34814,302.524,349.248,16.2253,4,8191,29.289,31.6645,28.6952,96.8925
-2.37165,2.74779,1.64209,302.488,349.197,16.2127,5,8191,29.2895,31.662,28.6964,96.8906
-1.98552,2.73595,1.42652,302.55,349.305,16.2143,6,8191,29.2619,31.6583,28.6628,96.8913
-2.28594,2.7972,1.5463,302.445,349.198,16.212,7,8191,29.2455,31.6608,28.6417,96.8852
-2.63248,2.79127,1.35875,302.432,349.229,16.2158,8,8191,29.281,31.6843,28.6802,96.8864
-2.86724,2.64658,1.35761,302.423,349.162,16.213,9,8191,29.2878,31.6781,28.6902,96.8884
-2.82289,2.67313,1.42666,302.422,349.362,16.2176,10,8191,29.2696,31.7066,28.6603,96.8961
-2.29958,3.14946,1.62461,302.437,349.146,16.2075,1,8191,29.2686,31.6967,28.6616,96.8914
-2.30455,2.90556,1.4706,302.449,349.181,16.2115,2,8191,29.2365,31.7004,28.6205,96.8932
-2.33555,2.8671,0.914722,302.433,349.293,16.2085,3,8191,29.2798,31.6632,28.684,96.8967
-2.58403,2.66771,0.87635,302.395,349.188,16.2014,4,8191,29.3124,31.657,28.7263,96.8943
-2.82681,2.57719,0.772912,302.375,349.3,16.2041,5,8191,29.2462,31.6843,28.6367,96.8925
-2.52255,2.78945,1.45759,302.386,349.202,16.2026,6,8191,29.2586,31.7115,28.6454,96.8888
-2.45255,2.63571,1.58567,302.424,349.192,16.1963,7,8191,29.2905,31.6917,28.6902,96.8943
-2.3528,2.85183,1.73686,302.444,349.328,16.1989,8,8191,29.2671,31.6793,28.6641,96.8961
-2.39768,2.72497,1.58825,302.43,349.156,16.1927,9,8191,29.2756,31.6769,28.6753,96.9016
-2.71685,2.8314,1.6302,302.457,349.335,16.2011,10,8191,29.2178,31.6967,28.5981,96.9022
-2.86091,2.94285,1.73113,302.536,349.18,16.2025,1,8191,29.2611,31.6793,28.6566,96.8986
-2.81292,3.23343,0.905829,302.592,349.209,16.2029,2,8191,29.286,31.6992,28.6827,96.8961
-2.85167,3.10684,1.07604,302.585,349.279,16.2017,3,8191,29.2537,31.6818,28.6466,96.8937
-3.06904,3.06279,1.05079,302.587,349.27,16.1991,4,8191,29.2674,31.6905,28.6616,96.8992
-2.85201,2.7348,1.56273,302.54,349.055,16.2012,5,8191,29.2654,31.6905,28.6591,96.8979
-2.79414,2.97313,1.40382,302.647,348.973,16.2181,6,8191,29.2723,31.7004,28.6653,96.9004
-2.6343,3.25457,1.18726,302.657,348.831,16.225,7,8191,29.2763,31.6657,28.679,96.9059
-2.73417,3.50704,1.07275,302.659,348.735,16.2311,8,8191,29.2895,31.6917,28.6889,96.9028
-2.6556,3.79756,1.22465,302.666,348.829,16.2382,9,8191,29.2778,31.6831,28.6765,96.8967
-2.47223,3.17455,1.33183,302.683,348.847,16.242,10,8191,29.2659,31.6979,28.6578,96.8955
-2.4234,3.03463,1.44917,302.68,348.623,16.2496,1,8191,29.2609,31.6979,28.6516,96.8986
-2.63767,2.85035,1.15399,302.702,348.48,16.2629,2,8191,29.2467,31.6769,28.6392,96.8998
-2.60065,3.19047,0.815989,302.641,348.513,16.2764,3,8191,29.2743,31.7004,28.6678,96.9047
-2.96057,2.64315,0.5191,302.636,348.565,16.2809,4,8191,29.2942,31.6806,28.6977,96.9087
-3.17169,2.7133,0.560999,302.629,348.549,16.2911,5,8191,29.2644,31.6855,28.6591,96.9039
-3.037,2.55828,0.781874,302.601,348.599,16.296,6,8191,29.2756,31.6868,28.6728,96.8913
-3.33658,2.66589,0.847471,302.52,348.743,16.301,7,8191,29.2987,31.6583,28.7089,96.8953
-3.27664,2.65686,1.0835,302.468,348.615,16.2953,8,8191,29.346,31.6855,28.7611,96.896
-3.1573,2.67848,1.09681,302.484,348.658,16.2874,9,8191,29.2437,31.7066,28.628,96.896
-3.20017,2.60554,1.2408,302.529,348.723,16.2824,10,8191,29.2382,31.6992,28.623,96.8967
-3.07783,2.69936,0.55855,302.678,348.805,16.2779,1,8191,29.2136,31.6806,28.5969,96.9039
-3.09359,2.26851,0.749738,302.619,348.91,16.2758,2,8191,29.2159,31.662,28.6043,96.8967
-3.19192,2.10118,0.722548,302.545,349.008,16.2605,3,8191,29.2547,31.667,28.6516,96.8953
-3.22111,1.87827,0.766868,302.521,349.015,16.2539,4,8191,29.2888,31.688,28.6889,96.8925
-3.19238,1.82203,0.841199,302.509,348.932,16.2532,5,8191,29.2815,31.6967,28.6777,96.8905
-3.07307,1.94989,0.888671,302.401,349.075,16.2515,6,8191,29.2853,31.6954,28.6827,96.8972
-2.89497,1.89474,1.02772,302.388,349.211,16.2413,7,8191,29.2728,31.6831,28.6703,96.8925
-3.22833,2.20082,1.25965,302.457,349.09,16.232,8,8191,29.3141,31.7004,28.7176,96.8937
-2.65174,2.40833,1.67279,302.43,349.254,16.228,9,8191,29.2716,31.6769,28.6703,96.9002
-2.39998,2.57589,1.53747,302.443,349.249,16.2251,10,8191,29.2547,31.6769,28.6491,96.8978
-2.79813,2.29247,1.45995,302.48,349.233,16.219,1,8191,29.2624,31.6905,28.6553,96.8967
-2.96031,2.28713,1.52435,302.476,349.17,16.2122,2,8191,29.2626,31.6719,28.6603,96.8925
-3.02792,2.33162,1.41159,302.499,349.17,16.2145,3,8191,29.2392,31.6793,28.6292,96.89
-2.94727,2.36884,1.42063,302.514,349.232,16.2096,4,8191,29.2604,31.6855,28.6541,96.8882
-3.01668,2.25545,1.46552,302.49,349.109,16.2132,5,8191,29.2763,31.6905,28.6728,96.8913
-3.04128,2.25476,1.7176,302.484,349.297,16.2078,6,8191,29.2885,31.667,28.6939,96.896
-2.9856,2.38288,1.61454,302.51,349.17,16.2079,7,8191,29.287,31.6892,28.6865,96.8961
-2.97831,2.20297,1.65271,302.495,349.19,16.2004,8,8191,29.2739,31.6632,28.6765,96.8973
